tid,tournament_name,start_date,month,raw_team,team_name,team_key,player_1,player_2,deck_1,deck_2,deck_url_1,deck_url_2,deck_name_pt_1,deck_name_pt_2,deck_name_en_1,deck_name_en_2,colecao_1,colecao_2,map_status,missing_players,missing_decks,notes
liga-2x2-presencial-s1-e01-1,,,,Teixeira & Pedro,Pedro & Teixeira,pedro & teixeira,Teixeira,Pedro,Veloci-E-Rápido,Içar Velas,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Veloci-E-Rápido,Içar Velas,Veloci-Ramp-Tor,Ahoy Mateys,The Lost Caverns of Ixalan,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Fiel & Werneck,Fiel & marcus vinicius werneck esteves,fiel & marcus vinicius werneck esteves,Fiel,marcus vinicius werneck esteves,Death Toll,Endless Punishment,https://moxfield.com/decks/IYNgcuHZQk2WJeZMJw0t7Q,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Death Toll,Endless Punishment,Death Toll,Endless Punishment,Duskmourn: House of Horror,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Blight Curse,Counter Blitz,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Blight Curse,Counter Blitz,Blight Curse,Counter Blitz,Lorwyn Eclipsed,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Nobru & Metusa,Metusa & Nobru,metusa & nobru,Nobru,Metusa,Virtude e Valor,Jump Scare!,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Virtude e Valor,Jump Scare!,Virtue and Valor,Jump Scare!,Wilds of Eldraine,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e02,,,,Tony & Oscar,Oscar & Tony,oscar & tony,Tony,Oscar,Domínio das Fadinas,Scions & Spellcraft,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Domínio das Fadinas,Scions & Spellcraft,Fae Dominion,Scions & Spellcraft,Wilds of Eldraine,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Bauer & Langa,Bauer & Langa,bauer & langa,Bauer,Langa,Içar Velas,Temur Roar,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Içar Velas,Temur Roar,Ahoy Mateys,Temur Roar,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Freire & Pudeulko,Freire & Pudeulko,freire & pudeulko,Freire,Pudeulko,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s1-e04,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Blight Curse,Counter Blitz,https://moxfield.com/decks/dDoe4mrTwEWH0sP2H7WH4A,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Blight Curse,Counter Blitz,Blight Curse,Counter Blitz,Lorwyn Eclipsed,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Rudzzt & Metusa,Metusa & Rudzzt,metusa & rudzzt,Rudzzt,Metusa,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e04,,,,Nobru & Tarik,Nobru & Tarik,nobru & tarik,Nobru,Tarik,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s1-e04,,,,Zangalli & Zangalli pai,Zangalli & Zangalli pai,zangalli & zangalli pai,Zangalli,Zangalli pai,Jeskai Striker,Veloci-E-Rápido,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Jeskai Striker,Veloci-E-Rápido,Jeskai Striker,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Aleksander & Luisa,Aleksander & Luisa,aleksander & luisa,Aleksander,Luisa,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s1-e06,,,,Carlos & Mel,Carlos & Mel,carlos & mel,Carlos,Mel,Virtude e Valor,Cavaleiros de Rohan,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/hi-cA6GBykKPYJ9xW0g_KQ,Virtude e Valor,Cavaleiros de Rohan,Virtue and Valor,Riders of Rohan,Wilds of Eldraine,The Lord Of The Rings: Tales Of Middle-Earth,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Dupla desconhecida,Dupla desconhecida & Dupla desconhecida,dupla desconhecida & dupla desconhecida,Dupla desconhecida,Dupla desconhecida,Turtle Power!,Jump Scare!,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Turtle Power!,Jump Scare!,Turtle Power!,Jump Scare!,Teenage Mutant Ninja Turtles,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Matheus & luciano,Luciano & Matheus,luciano & matheus,Matheus,Luciano,Counter Blitz,Temur Roar,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Counter Blitz,Temur Roar,Counter Blitz,Temur Roar,Final Fantasy,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Metusa & Rudi,Metusa & Rudzzt,metusa & rudzzt,Metusa,Rudzzt,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e06,,,,Nobru & tarik,Nobru & Tarik,nobru & tarik,Nobru,Tarik,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Bauer & Kennao,Bauer & Kennao,bauer & kennao,Bauer,Kennao,Linhagem Vampírica,Temur Roar,https://moxfield.com/decks/HIWLDPN2Bkyz9vSAl8rDmQ,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Linhagem Vampírica,Temur Roar,Vampiric Bloodline,Temur Roar,Innistrad: Crimson Vow,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Melke & Gustavo Dias,Gustavo Dias & Melk,gustavo dias & melk,Melk,Gustavo Dias,Counter Blitz,Squirreled Away,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Counter Blitz,Squirreled Away,Counter Blitz,Squirreled Away,Final Fantasy,Bloomburrow,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Turtle Power!,Jeskai Striker,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Turtle Power!,Jeskai Striker,Turtle Power!,Jeskai Striker,Teenage Mutant Ninja Turtles,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Langa & Murilo Ferreira,Langa & Murilo Ferreira,langa & murilo ferreira,Langa,Murilo Ferreira,Turtle Power!,Içar Velas,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,Turtle Power!,Içar Velas,Turtle Power!,Ahoy Mateys,Teenage Mutant Ninja Turtles,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Theo & Leonardo,Leonardo & Theo,leonardo & theo,Theo,Leonardo,Turtle Power!,Temur Roar,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Turtle Power!,Temur Roar,Turtle Power!,Temur Roar,Teenage Mutant Ninja Turtles,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Matheus Assis & Luciano,Luciano & Matheus,luciano & matheus,Matheus,Luciano,Domínio das Fadinas,Limit Break,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/pTUR6p0yNkOoxDNqo8TMEw,Domínio das Fadinas,Limit Break,Fae Dominion,Limit Break,Wilds of Eldraine,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Rudzzt & Metusa,Metusa & Rudzzt,metusa & rudzzt,Rudzzt,Metusa,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e07,,,,Nobru & Nicolas,Nicolas & Nobru,nicolas & nobru,Nobru,Nicolas,Içar Velas,Sultai Arisen,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/puUUlzKNckGa-UnaRQSbxw,Içar Velas,Sultai Arisen,Ahoy Mateys,Sultai Arisen,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Banshee & Gabi,Banshee & Gabi,banshee & gabi,Banshee,Gabi,Blast from the Past,Squirreled Away,https://moxfield.com/decks/DrrgKpdOf0mmfCVUIyraLw,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Blast from the Past,Squirreled Away,Blast from the Past,Squirreled Away,Doctor Who,Bloomburrow,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Nobru & Guga,Guga & Nobru,guga & nobru,Nobru,Guga,Içar Velas,Squirreled Away,https://moxfield.com/decks/2wB6WsbRwU-ZdNlWHu6VKg,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Içar Velas,Squirreled Away,Ahoy Mateys,Squirreled Away,The Lost Caverns of Ixalan,Bloomburrow,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Turtle Power!,Jeskai Striker,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Turtle Power!,Jeskai Striker,Turtle Power!,Jeskai Striker,Teenage Mutant Ninja Turtles,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Manfrinato & Melissa,Manfrinato & Melissa,manfrinato & melissa,Manfrinato,Melissa,Comida e Sociedade,Cavaleiros de Rohan,https://moxfield.com/decks/KOqweQdLSUSWGxKHtyy95Q,https://moxfield.com/decks/hi-cA6GBykKPYJ9xW0g_KQ,Comida e Sociedade,Cavaleiros de Rohan,Food and Fellowship,Riders of Rohan,The Lord Of The Rings: Tales Of Middle-Earth,The Lord Of The Rings: Tales Of Middle-Earth,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Matheus & Murilo,Matheus & Murilo,matheus & murilo,Matheus,Murilo,Turtle Power!,Scions & Spellcraft,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Turtle Power!,Scions & Spellcraft,Turtle Power!,Scions & Spellcraft,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Melke & Sônia,Melk & Sônia,melk & sonia,Melk,Sônia,Abzan Armor,Veloci-E-Rápido,https://moxfield.com/decks/hdTiRiY5IEyCJFL2BR8cyg,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Abzan Armor,Veloci-E-Rápido,Abzan Armor,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Rudzzt & Metusa,Metusa & Rudzzt,metusa & rudzzt,Rudzzt,Metusa,Scions & Spellcraft,Jump Scare!,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Scions & Spellcraft,Jump Scare!,Scions & Spellcraft,Jump Scare!,Final Fantasy,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e08,,,,Zangalli & Vina,Vina & Zangalli,vina & zangalli,Zangalli,Vina,Endless Punishment,Scions & Spellcraft,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,Endless Punishment,Scions & Spellcraft,Endless Punishment,Scions & Spellcraft,Duskmourn: House of Horror,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e09,,,,Oscar & Anthony,Anthony & Oscar,anthony & oscar,Oscar,Anthony,Domínio das Fadinas,Exploradores das Profundezas,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/SvrXYfEIn0q5EprNPf0mqQ,Domínio das Fadinas,Exploradores das Profundezas,Fae Dominion,Explorers of the Deep,Wilds of Eldraine,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e09,,,,Murilo Oyafuso & Castanhari,Arthur Castanhari & Murilo Oyafuso,arthur castanhari & murilo oyafuso,Murilo Oyafuso,Arthur Castanhari,World Shaper,Turtle Power!,https://moxfield.com/decks/n04yWsMGvUCmMQ8ImxJ_0A,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,World Shaper,Turtle Power!,World Shaper,Turtle Power!,Edge of Eternities,Teenage Mutant Ninja Turtles,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e09,,,,Martin & Jorel,Jorel & Martin,jorel & martin,Martin,Jorel,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s1-e09,,,,Matheus & Romano,Matheus & Romano,matheus & romano,Matheus,Romano,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s1-e09,,,,Metusa & Rud,Metusa & Rudzzt,metusa & rudzzt,Metusa,Rudzzt,Exploradores das Profundezas,Quandrix Quântica,https://moxfield.com/decks/SvrXYfEIn0q5EprNPf0mqQ,https://moxfield.com/decks/PZE0uF5pckKFccZKFvp1mg,Exploradores das Profundezas,Quandrix Quântica,Explorers of the Deep,Quantum Quandrix,The Lost Caverns of Ixalan,Commander 2021 - Strixhaven,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Theo & André,André & Theo,andre & theo,Theo,André,Creative Energy,World Shaper,https://moxfield.com/decks/V896XG46-kuKTCBXImt5Cg,https://moxfield.com/decks/n04yWsMGvUCmMQ8ImxJ_0A,Creative Energy,World Shaper,Creative Energy,World Shaper,Modern Horizons 3,Edge of Eternities,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Berka & Nobru,Berka & Nobru,berka & nobru,Berka,Nobru,Death Toll,Turtle Power!,https://moxfield.com/decks/IYNgcuHZQk2WJeZMJw0t7Q,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,Death Toll,Turtle Power!,Death Toll,Turtle Power!,Duskmourn: House of Horror,Teenage Mutant Ninja Turtles,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Zangalli & Cheury,Cheury & Zangalli,cheury & zangalli,Zangalli,Cheury,Dance of the Elements,Endless Punishment,https://moxfield.com/decks/Z9GXwZyiKkOfR3O5m1rEkw,https://moxfield.com/decks/eg5J71BzAU-yctY6lRn12Q,Dance of the Elements,Endless Punishment,Dance of the Elements,Endless Punishment,Lorwyn Eclipsed,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Matheus & Johann,Johann & Matheus,johann & matheus,Matheus,Johann,Domínio das Fadinas,Veloci-E-Rápido,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Domínio das Fadinas,Veloci-E-Rápido,Fae Dominion,Veloci-Ramp-Tor,Wilds of Eldraine,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Melk & Sônia,Melk & Sônia,melk & sonia,Melk,Sônia,Veloci-E-Rápido,Jeskai Striker,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,https://moxfield.com/decks/GqSQ24NIJkq-144dkab-HQ,Veloci-E-Rápido,Jeskai Striker,Veloci-Ramp-Tor,Jeskai Striker,The Lost Caverns of Ixalan,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Metusalem & Ruddzt,Metusa & Rudzzt,metusa & rudzzt,Metusa,Rudzzt,Mediadores Engalanados,Counter Blitz,https://moxfield.com/decks/dUg9kVt-yUC-J4rRanRBbA,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Mediadores Engalanados,Counter Blitz,Bedecked Brokers,Counter Blitz,Streets of New Capenna,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e1,,,,Oscar & Vini,Oscar & Vini,oscar & vini,Oscar,Vini,Temur Roar,Veloci-E-Rápido,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Temur Roar,Veloci-E-Rápido,Temur Roar,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e2,,,,André & Matheus,André & Matheus,andre & matheus,André,Matheus,Creative Energy,Cavaleiros de Rohan,https://moxfield.com/decks/V896XG46-kuKTCBXImt5Cg,https://moxfield.com/decks/hi-cA6GBykKPYJ9xW0g_KQ,Creative Energy,Cavaleiros de Rohan,Creative Energy,Riders of Rohan,Modern Horizons 3,The Lord Of The Rings: Tales Of Middle-Earth,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e2,,,,Murilo Oyafuso & Arthur Castanhari,Arthur Castanhari & Murilo Oyafuso,arthur castanhari & murilo oyafuso,Murilo Oyafuso,Arthur Castanhari,Scions & Spellcraft,Cacofonia dos Cabaretti,https://moxfield.com/decks/r_IFt9Gc3UqaULfoAEjVvg,https://moxfield.com/decks/GyEvLRf31UqSk08E5aM4AA,Scions & Spellcraft,Cacofonia dos Cabaretti,Scions & Spellcraft,Cabaretti Cacophony,Final Fantasy,Streets of New Capenna,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e2,,,,Carlos Kit & Gustavo Dias,Carlos Kit & Gustavo Dias,carlos kit & gustavo dias,Carlos Kit,Gustavo Dias,Angels: They're Just Like Us but Cooler and With Wings,Temur Roar,https://moxfield.com/decks/Q3Wn5qhG0UWFaGIYEpmRjQ,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,Angels: They're Just Like Us but Cooler and With Wings,Temur Roar,Angels: They're Just Like Us but Cooler and With Wings,Temur Roar,Secret Lair Commander Deck,Tarkir Dragonstorm,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e2,,,,Eduardo & Luís Zangalli,Eduardo & Luís Zangalli,eduardo & luis zangalli,Eduardo,Luís Zangalli,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s2-e2,,,,Ewerson & Gabriel,Ewerson & Gabriel,ewerson & gabriel,Ewerson,Gabriel,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s2-e2,,,,Jorel & Martin,Jorel & Martin,jorel & martin,Jorel,Martin,Turtle Power!,Counter Blitz,https://moxfield.com/decks/igKb7qATmkmYaX3M7hB4Sg,https://moxfield.com/decks/sDazpxFOb0S9IAdQSA_7lg,Turtle Power!,Counter Blitz,Turtle Power!,Counter Blitz,Teenage Mutant Ninja Turtles,Final Fantasy,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e2,,,,Nobru & Melk,Melk & Nobru,melk & nobru,Nobru,Melk,Devorarrrdores de Mentes,,https://moxfield.com/decks/fmt6yaMreU2LXsLELVt7xw,,Devorarrrdores de Mentes,,Mind Flayarrrs,,Commander Legends: Battle for Baldur's Gate,,manual,0,1,importado de planilha
liga-2x2-presencial-s2-e2,,,,Metusalem & Ruddzt,Metusa & Rudzzt,metusa & rudzzt,Metusa,Rudzzt,Quandrix Quântica,Jump Scare!,https://moxfield.com/decks/PZE0uF5pckKFccZKFvp1mg,https://moxfield.com/decks/XzGgdXc-TE-qFr4lzmGl6Q,Quandrix Quântica,Jump Scare!,Quantum Quandrix,Jump Scare!,Commander 2021 - Strixhaven,Duskmourn: House of Horror,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e2,,,,Oscar & Vini,Oscar & Vini,oscar & vini,Oscar,Vini,Temur Roar,Veloci-E-Rápido,https://moxfield.com/decks/sao-2xrGqUCIfv46edPgmw,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Temur Roar,Veloci-E-Rápido,Temur Roar,Veloci-Ramp-Tor,Tarkir Dragonstorm,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e3,,,,Martin & Banshee,Banshee & Martin,banshee & martin,Martin,Banshee,Lorehold Spirit,Prismari Artistry,https://moxfield.com/decks/u6bBAgiZn0aXxjms4_-J9A,https://moxfield.com/decks/Fh99bHrQZ0KLu34C2JXu5w,Lorehold Spirit,Prismari Artistry,Lorehold Spirit,Prismari Artistry,Secrets of Strixhaven,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e3,,,,Fabi & João Marmentini,Fabi & João Marmentini,fabi & joao marmentini,Fabi,João Marmentini,Virtude e Valor,Squirreled Away,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,https://moxfield.com/decks/4xEJiagwvEGelJy9ojLtZA,Virtude e Valor,Squirreled Away,Virtue and Valor,Squirreled Away,Wilds of Eldraine,Bloomburrow,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e3,,,,Furiatti & Nakamura,Furiatti & Nakamura,furiatti & nakamura,Furiatti,Nakamura,Domínio das Fadinas,Virtude e Valor,https://moxfield.com/decks/ErDyBjAnKE6l5TqX6wMxdg,https://moxfield.com/decks/Oo_99oH5K0ifS25Wzu5qLw,Domínio das Fadinas,Virtude e Valor,Fae Dominion,Virtue and Valor,Wilds of Eldraine,Wilds of Eldraine,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e3,,,,Gustavo dias & Gustavo taverna,Gustavo Dias & Gustavo taverna,gustavo dias & gustavo taverna,Gustavo Dias,Gustavo taverna,,,,,,,,,,,manual,0,1,importado de planilha
liga-2x2-presencial-s2-e3,,,,Romano & Matheus,Matheus & Romano,matheus & romano,Romano,Matheus,Quandrix Unlimited,Silverquill Influence,https://moxfield.com/decks/ht3IDMDxnU2VOMi7MAhtFg,https://moxfield.com/decks/g9rcUGSiR02aO2Ozof0rNA,Quandrix Unlimited,Silverquill Influence,Quandrix Unlimited,Silverquill Influence,Secrets of Strixhaven,Secrets of Strixhaven,manual,0,0,importado de planilha
liga-2x2-presencial-s2-e3,,,,Sonia & Melk,Melk & Sônia,melk & sonia,Sônia,Melk,Family Matters,Veloci-E-Rápido,https://moxfield.com/decks/c6jPOurIekil4dXtwVWq8w,https://moxfield.com/decks/KcPWaLquLkmIOy3XsFHTqQ,Family Matters,Veloci-E-Rápido,Family Matters,Veloci-Ramp-Tor,Bloomburrow,The Lost Caverns of Ixalan,manual,0,0,importado de planilha
